Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Peak Value,Peak Position
-1.0496949460398446,-1.27231882938335,-1.2208727332645466,-0.2721524919391468,-0.25545570068838397,-1.2541949619573083,-0.6351293171213301,-0.6770853566745291,6.0
-1.27231882938335,-1.2208727332645466,-0.2721524919391468,-0.25545570068838397,-1.2541949619573083,-0.6351293171213301,-0.9595037317622195,-0.6770853566745291,5.0
-1.2208727332645466,-0.2721524919391468,-0.25545570068838397,-1.2541949619573083,-0.6351293171213301,-0.9595037317622195,-1.2848770997258043,-0.6770853566745291,4.0
-0.2721524919391468,-0.25545570068838397,-1.2541949619573083,-0.6351293171213301,-0.9595037317622195,-1.2848770997258043,-1.2300773745950953,-0.6770853566745291,3.0
-0.25545570068838397,-1.2541949619573083,-0.6351293171213301,-0.9595037317622195,-1.2848770997258043,-1.2300773745950953,-0.7333121579805171,-0.6770853566745291,2.0
-1.2541949619573083,-0.6351293171213301,-0.9595037317622195,-1.2848770997258043,-1.2300773745950953,-0.7333121579805171,-1.2524111167382097,-0.6424074056152523,6.0
-0.6351293171213301,-0.9595037317622195,-1.2848770997258043,-1.2300773745950953,-0.7333121579805171,-1.2524111167382097,-0.89528530387467,-0.6424074056152523,5.0
-0.9595037317622195,-1.2848770997258043,-1.2300773745950953,-0.7333121579805171,-1.2524111167382097,-0.89528530387467,-0.6770853566745291,-0.6424074056152523,4.0
-1.2848770997258043,-1.2300773745950953,-0.7333121579805171,-1.2524111167382097,-0.89528530387467,-0.6770853566745291,-0.8196502665848892,-0.6424074056152523,3.0
-1.2300773745950953,-0.7333121579805171,-1.2524111167382097,-0.89528530387467,-0.6770853566745291,-0.8196502665848892,-1.013661272614053,-0.5797587615205095,6.0
-0.7333121579805171,-1.2524111167382097,-0.89528530387467,-0.6770853566745291,-0.8196502665848892,-1.013661272614053,-1.3371794415497753,-0.5797587615205095,5.0
-1.2524111167382097,-0.89528530387467,-0.6770853566745291,-0.8196502665848892,-1.013661272614053,-1.3371794415497753,-1.5533101282957615,-0.5797587615205095,4.0
-0.89528530387467,-0.6770853566745291,-0.8196502665848892,-1.013661272614053,-1.3371794415497753,-1.5533101282957615,-0.6424074056152523,-0.5797587615205095,3.0
-0.6770853566745291,-0.8196502665848892,-1.013661272614053,-1.3371794415497753,-1.5533101282957615,-0.6424074056152523,-0.664384378714547,-0.5797587615205095,2.0
-0.8196502665848892,-1.013661272614053,-1.3371794415497753,-1.5533101282957615,-0.6424074056152523,-0.664384378714547,-0.8787312202414349,-0.5797587615205095,1.0
-1.013661272614053,-1.3371794415497753,-1.5533101282957615,-0.6424074056152523,-0.664384378714547,-0.8787312202414349,-0.8397720406563214,-0.5797587615205095,0.0
-1.3371794415497753,-1.5533101282957615,-0.6424074056152523,-0.664384378714547,-0.8787312202414349,-0.8397720406563214,-0.5797587615205095,-0.6054461326755293,1.0
-1.5533101282957615,-0.6424074056152523,-0.664384378714547,-0.8787312202414349,-0.8397720406563214,-0.5797587615205095,-1.1265429980786124,-0.6054461326755293,0.0
-0.6424074056152523,-0.664384378714547,-0.8787312202414349,-0.8397720406563214,-0.5797587615205095,-1.1265429980786124,-0.6054461326755293,0.4533730355726358,6.0
-0.664384378714547,-0.8787312202414349,-0.8397720406563214,-0.5797587615205095,-1.1265429980786124,-0.6054461326755293,-0.97163387925209,0.4533730355726358,5.0
-0.8787312202414349,-0.8397720406563214,-0.5797587615205095,-1.1265429980786124,-0.6054461326755293,-0.97163387925209,-0.7368798484187141,0.4533730355726358,4.0
-0.8397720406563214,-0.5797587615205095,-1.1265429980786124,-0.6054461326755293,-0.97163387925209,-0.7368798484187141,-1.2452043820530514,0.4533730355726358,3.0
-0.5797587615205095,-1.1265429980786124,-0.6054461326755293,-0.97163387925209,-0.7368798484187141,-1.2452043820530514,-1.2140941214319718,0.4533730355726358,2.0
-1.1265429980786124,-0.6054461326755293,-0.97163387925209,-0.7368798484187141,-1.2452043820530514,-1.2140941214319718,-0.9542235499136876,0.4533730355726358,1.0
-0.6054461326755293,-0.97163387925209,-0.7368798484187141,-1.2452043820530514,-1.2140941214319718,-0.9542235499136876,-1.2982916157734257,0.4533730355726358,0.0
-0.97163387925209,-0.7368798484187141,-1.2452043820530514,-1.2140941214319718,-0.9542235499136876,-1.2982916157734257,0.4533730355726358,-0.5914607861577963,0.0
-0.7368798484187141,-1.2452043820530514,-1.2140941214319718,-0.9542235499136876,-1.2982916157734257,0.4533730355726358,-0.5914607861577963,-0.6803676318776704,2.0
-1.2452043820530514,-1.2140941214319718,-0.9542235499136876,-1.2982916157734257,0.4533730355726358,-0.5914607861577963,-1.1161253419990766,-0.6803676318776704,1.0
-1.2140941214319718,-0.9542235499136876,-1.2982916157734257,0.4533730355726358,-0.5914607861577963,-1.1161253419990766,-1.2921551882197264,-0.6803676318776704,0.0
-0.9542235499136876,-1.2982916157734257,0.4533730355726358,-0.5914607861577963,-1.1161253419990766,-1.2921551882197264,-0.6803676318776704,-0.8233606646406143,0.0
-1.2982916157734257,0.4533730355726358,-0.5914607861577963,-1.1161253419990766,-1.2921551882197264,-0.6803676318776704,-0.8233606646406143,-1.1378882536720796,6.0
