Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Peak Value,Peak Position
2.49099539397269,1.3464355309234595,1.7887329240969447,1.0845834444776414,0.9665568819235807,1.4030458232301786,1.6449368847324295,2.4439970575472167,2.0
1.3464355309234595,1.7887329240969447,1.0845834444776414,0.9665568819235807,1.4030458232301786,1.6449368847324295,1.8357017759951755,2.4439970575472167,1.0
1.7887329240969447,1.0845834444776414,0.9665568819235807,1.4030458232301786,1.6449368847324295,1.8357017759951755,1.1654595027054173,2.4439970575472167,0.0
1.0845834444776414,0.9665568819235807,1.4030458232301786,1.6449368847324295,1.8357017759951755,1.1654595027054173,2.4439970575472167,2.413392118268896,1.0
0.9665568819235807,1.4030458232301786,1.6449368847324295,1.8357017759951755,1.1654595027054173,2.4439970575472167,2.3571651248163374,2.413392118268896,0.0
1.4030458232301786,1.6449368847324295,1.8357017759951755,1.1654595027054173,2.4439970575472167,2.3571651248163374,2.413392118268896,1.3995371644882517,0.0
1.6449368847324295,1.8357017759951755,1.1654595027054173,2.4439970575472167,2.3571651248163374,2.413392118268896,1.3995371644882517,1.1717397070081943,5.0
1.8357017759951755,1.1654595027054173,2.4439970575472167,2.3571651248163374,2.413392118268896,1.3995371644882517,0.9896432667549148,1.3437229544170959,6.0
1.1654595027054173,2.4439970575472167,2.3571651248163374,2.413392118268896,1.3995371644882517,0.9896432667549148,1.1613906379458723,1.3437229544170959,5.0
2.4439970575472167,2.3571651248163374,2.413392118268896,1.3995371644882517,0.9896432667549148,1.1613906379458723,1.0311279965859323,1.776408391709336,6.0
2.3571651248163374,2.413392118268896,1.3995371644882517,0.9896432667549148,1.1613906379458723,1.0311279965859323,0.38420798434545245,1.849913318126341,6.0
2.413392118268896,1.3995371644882517,0.9896432667549148,1.1613906379458723,1.0311279965859323,0.38420798434545245,1.0783622092293506,1.849913318126341,5.0
1.3995371644882517,0.9896432667549148,1.1613906379458723,1.0311279965859323,0.38420798434545245,1.0783622092293506,1.1717397070081943,1.849913318126341,4.0
0.9896432667549148,1.1613906379458723,1.0311279965859323,0.38420798434545245,1.0783622092293506,1.1717397070081943,0.6354751255110043,1.849913318126341,3.0
1.1613906379458723,1.0311279965859323,0.38420798434545245,1.0783622092293506,1.1717397070081943,0.6354751255110043,1.3437229544170959,1.849913318126341,2.0
1.0311279965859323,0.38420798434545245,1.0783622092293506,1.1717397070081943,0.6354751255110043,1.3437229544170959,1.3362633690245962,1.849913318126341,1.0
0.38420798434545245,1.0783622092293506,1.1717397070081943,0.6354751255110043,1.3437229544170959,1.3362633690245962,1.776408391709336,2.0549487205747394,6.0
1.0783622092293506,1.1717397070081943,0.6354751255110043,1.3437229544170959,1.3362633690245962,1.776408391709336,1.849913318126341,2.0549487205747394,5.0
1.1717397070081943,0.6354751255110043,1.3437229544170959,1.3362633690245962,1.776408391709336,1.849913318126341,1.7376952074391683,2.0549487205747394,4.0
0.6354751255110043,1.3437229544170959,1.3362633690245962,1.776408391709336,1.849913318126341,1.7376952074391683,1.6684360529451665,2.0549487205747394,3.0
1.3437229544170959,1.3362633690245962,1.776408391709336,1.849913318126341,1.7376952074391683,1.6684360529451665,0.909917105089619,2.0549487205747394,2.0
1.3362633690245962,1.776408391709336,1.849913318126341,1.7376952074391683,1.6684360529451665,0.909917105089619,1.214138457183747,2.0549487205747394,1.0
1.776408391709336,1.849913318126341,1.7376952074391683,1.6684360529451665,0.909917105089619,1.214138457183747,1.4416410693913737,2.0549487205747394,0.0
1.849913318126341,1.7376952074391683,1.6684360529451665,0.909917105089619,1.214138457183747,1.4416410693913737,2.0549487205747394,1.2437704070630455,3.0
1.7376952074391683,1.6684360529451665,0.909917105089619,1.214138457183747,1.4416410693913737,2.0549487205747394,0.7819247723273963,1.2437704070630455,2.0
1.6684360529451665,0.909917105089619,1.214138457183747,1.4416410693913737,2.0549487205747394,0.7819247723273963,0.609823586809522,1.2437704070630455,1.0
0.909917105089619,1.214138457183747,1.4416410693913737,2.0549487205747394,0.7819247723273963,0.609823586809522,0.7909175531365369,1.2437704070630455,0.0
1.214138457183747,1.4416410693913737,2.0549487205747394,0.7819247723273963,0.609823586809522,0.7909175531365369,1.2437704070630455,0.9773187343673063,0.0
1.4416410693913737,2.0549487205747394,0.7819247723273963,0.609823586809522,0.7909175531365369,1.2437704070630455,0.9773187343673063,0.25320822980443575,6.0
2.0549487205747394,0.7819247723273963,0.609823586809522,0.7909175531365369,1.2437704070630455,0.9773187343673063,-0.43976661398973893,1.3851487151936275,6.0
0.7819247723273963,0.609823586809522,0.7909175531365369,1.2437704070630455,0.9773187343673063,-0.43976661398973893,-0.4209849701358953,2.315591941403591,6.0
0.609823586809522,0.7909175531365369,1.2437704070630455,0.9773187343673063,-0.43976661398973893,-0.4209849701358953,-0.04458549535070019,2.315591941403591,5.0
0.7909175531365369,1.2437704070630455,0.9773187343673063,-0.43976661398973893,-0.4209849701358953,-0.04458549535070019,-0.16211082094162838,2.315591941403591,4.0
1.2437704070630455,0.9773187343673063,-0.43976661398973893,-0.4209849701358953,-0.04458549535070019,-0.16211082094162838,-0.3274600497208364,2.315591941403591,3.0
0.9773187343673063,-0.43976661398973893,-0.4209849701358953,-0.04458549535070019,-0.16211082094162838,-0.3274600497208364,0.21355154066248966,2.315591941403591,2.0
-0.43976661398973893,-0.4209849701358953,-0.04458549535070019,-0.16211082094162838,-0.3274600497208364,0.21355154066248966,0.25320822980443575,2.315591941403591,1.0
-0.4209849701358953,-0.04458549535070019,-0.16211082094162838,-0.3274600497208364,0.21355154066248966,0.25320822980443575,1.3851487151936275,2.315591941403591,0.0
-0.04458549535070019,-0.16211082094162838,-0.3274600497208364,0.21355154066248966,0.25320822980443575,1.3851487151936275,2.315591941403591,2.0622608833310236,2.0
-0.16211082094162838,-0.3274600497208364,0.21355154066248966,0.25320822980443575,1.3851487151936275,2.315591941403591,1.418790560777985,2.0622608833310236,1.0
