Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Peak Value,Peak Position
-0.4908816172613612,-0.7315159093896098,-0.7866514317412099,-0.9637041319663764,-0.4303427087991858,-0.8726859290358095,-0.8928830518763099,-0.438474017994712,6.0
-0.7315159093896098,-0.7866514317412099,-0.9637041319663764,-0.4303427087991858,-0.8726859290358095,-0.8928830518763099,-0.8002910471659633,1.3684078053698556,6.0
-0.7866514317412099,-0.9637041319663764,-0.4303427087991858,-0.8726859290358095,-0.8928830518763099,-0.8002910471659633,-1.1212941501816065,1.3684078053698556,5.0
-0.9637041319663764,-0.4303427087991858,-0.8726859290358095,-0.8928830518763099,-0.8002910471659633,-1.1212941501816065,-1.0249774812591157,1.3684078053698556,4.0
-0.4303427087991858,-0.8726859290358095,-0.8928830518763099,-0.8002910471659633,-1.1212941501816065,-1.0249774812591157,-0.7633591654004768,1.3684078053698556,3.0
-0.8726859290358095,-0.8928830518763099,-0.8002910471659633,-1.1212941501816065,-1.0249774812591157,-0.7633591654004768,-0.8670727026879302,1.3684078053698556,2.0
-0.8928830518763099,-0.8002910471659633,-1.1212941501816065,-1.0249774812591157,-0.7633591654004768,-0.8670727026879302,-1.0300661070137351,1.3684078053698556,1.0
-0.8002910471659633,-1.1212941501816065,-1.0249774812591157,-0.7633591654004768,-0.8670727026879302,-1.0300661070137351,-0.438474017994712,1.3684078053698556,0.0
-1.1212941501816065,-1.0249774812591157,-0.7633591654004768,-0.8670727026879302,-1.0300661070137351,-0.438474017994712,1.3684078053698556,0.9411730822191127,1.0
-1.0249774812591157,-0.7633591654004768,-0.8670727026879302,-1.0300661070137351,-0.438474017994712,1.3684078053698556,0.48109836193030925,0.9411730822191127,0.0
-0.7633591654004768,-0.8670727026879302,-1.0300661070137351,-0.438474017994712,1.3684078053698556,0.48109836193030925,0.9411730822191127,0.6833318906319436,0.0
-0.8670727026879302,-1.0300661070137351,-0.438474017994712,1.3684078053698556,0.48109836193030925,0.9411730822191127,0.6833318906319436,-0.09013922407023582,0.0
-1.0300661070137351,-0.438474017994712,1.3684078053698556,0.48109836193030925,0.9411730822191127,0.6833318906319436,-0.09013922407023582,-0.1312154505224744,5.0
-0.438474017994712,1.3684078053698556,0.48109836193030925,0.9411730822191127,0.6833318906319436,-0.09013922407023582,-0.8909420296812489,-0.1312154505224744,4.0
1.3684078053698556,0.48109836193030925,0.9411730822191127,0.6833318906319436,-0.09013922407023582,-0.8909420296812489,-0.7662444686634056,-0.1312154505224744,3.0
0.48109836193030925,0.9411730822191127,0.6833318906319436,-0.09013922407023582,-0.8909420296812489,-0.7662444686634056,-0.5258200167724607,-0.1312154505224744,2.0
0.9411730822191127,0.6833318906319436,-0.09013922407023582,-0.8909420296812489,-0.7662444686634056,-0.5258200167724607,-0.8313474022869407,-0.1312154505224744,1.0
0.6833318906319436,-0.09013922407023582,-0.8909420296812489,-0.7662444686634056,-0.5258200167724607,-0.8313474022869407,-0.8459837588388879,-0.1312154505224744,0.0
-0.09013922407023582,-0.8909420296812489,-0.7662444686634056,-0.5258200167724607,-0.8313474022869407,-0.8459837588388879,-0.1312154505224744,-0.2142597244354936,0.0
-0.8909420296812489,-0.7662444686634056,-0.5258200167724607,-0.8313474022869407,-0.8459837588388879,-0.1312154505224744,-0.2142597244354936,-0.08840804211247894,6.0
-0.7662444686634056,-0.5258200167724607,-0.8313474022869407,-0.8459837588388879,-0.1312154505224744,-0.2142597244354936,-1.0427614413706214,-0.08840804211247894,5.0
-0.5258200167724607,-0.8313474022869407,-0.8459837588388879,-0.1312154505224744,-0.2142597244354936,-1.0427614413706214,-0.8328162839480681,-0.08840804211247894,4.0
-0.8313474022869407,-0.8459837588388879,-0.1312154505224744,-0.2142597244354936,-1.0427614413706214,-0.8328162839480681,-0.8530134067885687,-0.08840804211247894,3.0
-0.8459837588388879,-0.1312154505224744,-0.2142597244354936,-1.0427614413706214,-0.8328162839480681,-0.8530134067885687,-0.7726445959011745,-0.08840804211247894,2.0
-0.1312154505224744,-0.2142597244354936,-1.0427614413706214,-0.8328162839480681,-0.8530134067885687,-0.7726445959011745,-0.6740196843683409,-0.08840804211247894,1.0
-0.2142597244354936,-1.0427614413706214,-0.8328162839480681,-0.8530134067885687,-0.7726445959011745,-0.6740196843683409,-0.7777856817151203,-0.08840804211247894,0.0
-1.0427614413706214,-0.8328162839480681,-0.8530134067885687,-0.7726445959011745,-0.6740196843683409,-0.7777856817151203,-0.08840804211247894,-0.3728989438372428,3.0
-0.8328162839480681,-0.8530134067885687,-0.7726445959011745,-0.6740196843683409,-0.7777856817151203,-0.08840804211247894,-0.7355028738983839,-0.3728989438372428,2.0
-0.8530134067885687,-0.7726445959011745,-0.6740196843683409,-0.7777856817151203,-0.08840804211247894,-0.7355028738983839,-0.6929053057256922,-0.3728989438372428,1.0
-0.7726445959011745,-0.6740196843683409,-0.7777856817151203,-0.08840804211247894,-0.7355028738983839,-0.6929053057256922,-0.7865465116225578,-0.2490932038279411,6.0
-0.6740196843683409,-0.7777856817151203,-0.08840804211247894,-0.7355028738983839,-0.6929053057256922,-0.7865465116225578,-0.3728989438372428,-0.2490932038279411,5.0
-0.7777856817151203,-0.08840804211247894,-0.7355028738983839,-0.6929053057256922,-0.7865465116225578,-0.3728989438372428,-1.048479587837153,-0.2490932038279411,4.0
-0.08840804211247894,-0.7355028738983839,-0.6929053057256922,-0.7865465116225578,-0.3728989438372428,-1.048479587837153,-1.4759766112845254,-0.23959793308993965,6.0
-0.7355028738983839,-0.6929053057256922,-0.7865465116225578,-0.3728989438372428,-1.048479587837153,-1.4759766112845254,-1.4712552059451878,0.4796294802691816,6.0
-0.6929053057256922,-0.7865465116225578,-0.3728989438372428,-1.048479587837153,-1.4759766112845254,-1.4712552059451878,-1.3702695917426853,0.4796294802691816,5.0
-0.7865465116225578,-0.3728989438372428,-1.048479587837153,-1.4759766112845254,-1.4712552059451878,-1.3702695917426853,-1.1081266752907866,0.4796294802691816,4.0
-0.3728989438372428,-1.048479587837153,-1.4759766112845254,-1.4712552059451878,-1.3702695917426853,-1.1081266752907866,-0.2490932038279411,0.4796294802691816,3.0
-1.048479587837153,-1.4759766112845254,-1.4712552059451878,-1.3702695917426853,-1.1081266752907866,-0.2490932038279411,-0.6371927227215064,0.4796294802691816,2.0
-1.4759766112845254,-1.4712552059451878,-1.3702695917426853,-1.1081266752907866,-0.2490932038279411,-0.6371927227215064,-0.7073842820996612,0.4796294802691816,1.0
-1.4712552059451878,-1.3702695917426853,-1.1081266752907866,-0.2490932038279411,-0.6371927227215064,-0.7073842820996612,-0.23959793308993965,0.4796294802691816,0.0
-1.3702695917426853,-1.1081266752907866,-0.2490932038279411,-0.6371927227215064,-0.7073842820996612,-0.23959793308993965,0.4796294802691816,-0.03694472391369721,6.0
-1.1081266752907866,-0.2490932038279411,-0.6371927227215064,-0.7073842820996612,-0.23959793308993965,0.4796294802691816,-0.14789774938813482,0.16397730330478835,6.0
-0.2490932038279411,-0.6371927227215064,-0.7073842820996612,-0.23959793308993965,0.4796294802691816,-0.14789774938813482,-0.03836114551549835,0.16397730330478835,5.0
